연도,대상사고 구분명,법정동코드,사고건수,사고건수 구성비,사망자수,사망자수 구성비,치사율,부상자수,부상자수 구성비,인구10만명당 사고건수,자동차1만대당 사고건수,과속,중앙선 침범,신호위반,안전거리 미확보,안전운전 의무 불이행,보행자 보호의무 위반,기타,차대사람,차대차,차량단독,철길건널목
2019,노인사고,1302,639,1.57,8,0.53,1.25,690,1.55,,,,,,,,,,,,,
2019,보행자사고,1302,1014,2.17,16,1.23,1.58,1030,2.18,,,,,,,,,,,,,
2019,자전거사고,1302,156,2.77,0,0,0,161,2.67,,,,,,,,,,,,,
2019,야간사고,1302,2223,2.44,16,1,0.72,3164,2.35,,,,,,,,,,,,,
2019,어린이보행사고,1302,83,2.15,0,0,0,85,2.16,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1302,7,1.23,0,0,0,7,1.19,,,,,,,,,,,,,
2019,고령운전사고,1302,498,1.5,6,0.78,1.2,702,1.46,,,,,,,,,,,,,
2019,고령보행사고,1302,202,1.65,3,0.4,1.49,201,1.72,,,,,,,,,,,,,
2019,PM사고,1302,19,4.25,1,12.5,5.26,20,4.23,,,,,,,,,,,,,
2019,뺑소니사고,1302,271,3.8,1,1.11,0.37,346,3.36,,,,,,,,,,,,,
2019,무면허사고,1302,79,1.53,2,1.23,2.53,109,1.46,,,,,,,,,,,,,
2019,전체,1303,3801,1.66,39,1.16,1.03,5745,1.68,398.32,104.14,11,106,485,524,2113,205,219,794,2828,179,0
2019,어린이사고,1303,159,1.44,0,0,0,204,1.45,,,,,,,,,,,,,
2019,노인사고,1303,564,1.39,14,0.92,2.48,629,1.42,,,,,,,,,,,,,
2019,보행자사고,1303,807,1.73,20,1.54,2.48,823,1.74,,,,,,,,,,,,,
2019,자전거사고,1303,62,1.1,0,0,0,67,1.11,,,,,,,,,,,,,
2019,야간사고,1303,1604,1.76,28,1.75,1.75,2346,1.74,,,,,,,,,,,,,
2019,어린이보행사고,1303,62,1.61,0,0,0,65,1.65,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1303,7,1.23,0,0,0,8,1.36,,,,,,,,,,,,,
2019,고령운전사고,1303,498,1.5,1,0.13,0.2,764,1.58,,,,,,,,,,,,,
2019,고령보행사고,1303,178,1.45,10,1.35,5.62,173,1.48,,,,,,,,,,,,,
2019,PM사고,1303,3,0.67,0,0,0,3,0.63,,,,,,,,,,,,,
2019,뺑소니사고,1303,82,1.15,0,0,0,132,1.28,,,,,,,,,,,,,
2019,무면허사고,1303,42,0.81,1,0.61,2.38,61,0.82,,,,,,,,,,,,,
2019,전체,1304,1704,0.74,17,0.51,1,2462,0.72,375.68,97.54,9,45,235,148,880,172,140,433,1209,62,0
2019,어린이사고,1304,87,0.79,0,0,0,110,0.78,,,,,,,,,,,,,
2019,노인사고,1304,261,0.64,7,0.46,2.68,276,0.62,,,,,,,,,,,,,
2019,보행자사고,1304,439,0.94,13,1,2.96,435,0.92,,,,,,,,,,,,,
2019,자전거사고,1304,42,0.75,0,0,0,45,0.75,,,,,,,,,,,,,
2019,야간사고,1304,745,0.82,9,0.56,1.21,1037,0.77,,,,,,,,,,,,,
2019,어린이보행사고,1304,32,0.83,0,0,0,33,0.84,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1304,4,0.71,0,0,0,4,0.68,,,,,,,,,,,,,
2019,고령운전사고,1304,187,0.56,1,0.13,0.53,299,0.62,,,,,,,,,,,,,
2019,고령보행사고,1304,92,0.75,6,0.81,6.52,87,0.75,,,,,,,,,,,,,
2019,PM사고,1304,2,0.45,0,0,0,2,0.42,,,,,,,,,,,,,
2019,뺑소니사고,1304,47,0.66,1,1.11,2.13,75,0.73,,,,,,,,,,,,,
2019,무면허사고,1304,30,0.58,0,0,0,45,0.6,,,,,,,,,,,,,
2019,전체,1305,1616,0.7,20,0.6,1.24,2366,0.69,282.49,72.04,8,42,269,243,803,84,124,337,1202,77,0
2019,어린이사고,1305,67,0.61,0,0,0,78,0.55,,,,,,,,,,,,,
2019,노인사고,1305,246,0.61,4,0.26,1.63,263,0.59,,,,,,,,,,,,,
2019,보행자사고,1305,343,0.73,8,0.61,2.33,357,0.76,,,,,,,,,,,,,
2019,자전거사고,1305,49,0.87,1,1.27,2.04,54,0.9,,,,,,,,,,,,,
2019,야간사고,1305,709,0.78,15,0.94,2.12,1071,0.8,,,,,,,,,,,,,
2019,어린이보행사고,1305,21,0.54,0,0,0,21,0.53,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1305,4,0.71,0,0,0,4,0.68,,,,,,,,,,,,,
2019,고령운전사고,1305,189,0.57,3,0.39,1.59,242,0.5,,,,,,,,,,,,,
2019,고령보행사고,1305,88,0.72,2,0.27,2.27,87,0.75,,,,,,,,,,,,,
2019,PM사고,1305,5,1.12,0,0,0,7,1.48,,,,,,,,,,,,,
2019,뺑소니사고,1305,37,0.52,0,0,0,55,0.53,,,,,,,,,,,,,
2019,무면허사고,1305,21,0.41,0,0,0,30,0.4,,,,,,,,,,,,,
2019,전체,1306,3667,1.6,23,0.69,0.63,5108,1.49,432.99,110.17,7,112,449,283,1987,335,349,891,2619,157,0
2019,어린이사고,1306,167,1.51,0,0,0,211,1.49,,,,,,,,,,,,,
2019,노인사고,1306,515,1.27,11,0.72,2.14,542,1.22,,,,,,,,,,,,,
2019,보행자사고,1306,902,1.93,9,0.69,1,921,1.95,,,,,,,,,,,,,
2019,자전거사고,1306,171,3.04,5,6.33,2.92,174,2.89,,,,,,,,,,,,,
2019,야간사고,1306,1525,1.67,13,0.81,0.85,2162,1.61,,,,,,,,,,,,,
2019,어린이보행사고,1306,63,1.63,0,0,0,65,1.65,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1306,7,1.23,0,0,0,9,1.53,,,,,,,,,,,,,
2019,고령운전사고,1306,423,1.27,9,1.17,2.13,544,1.13,,,,,,,,,,,,,
2019,고령보행사고,1306,179,1.46,3,0.4,1.68,177,1.52,,,,,,,,,,,,,
2019,PM사고,1306,10,2.24,0,0,0,10,2.11,,,,,,,,,,,,,
2019,뺑소니사고,1306,110,1.54,0,0,0,162,1.58,,,,,,,,,,,,,
2019,무면허사고,1306,59,1.14,0,0,0,102,1.37,,,,,,,,,,,,,
2019,전체,1307,3965,1.73,27,0.81,0.68,5942,1.74,581.7,125.56,20,134,516,389,2107,379,333,653,3187,125,0
2019,어린이사고,1307,184,1.66,0,0,0,226,1.6,,,,,,,,,,,,,
2019,노인사고,1307,415,1.02,7,0.46,1.69,443,1,,,,,,,,,,,,,
2019,보행자사고,1307,660,1.41,9,0.69,1.36,672,1.42,,,,,,,,,,,,,
2019,자전거사고,1307,100,1.78,3,3.8,3,103,1.71,,,,,,,,,,,,,
2019,야간사고,1307,1726,1.9,21,1.31,1.22,2577,1.91,,,,,,,,,,,,,
2019,어린이보행사고,1307,65,1.69,0,0,0,66,1.67,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1307,16,2.82,0,0,0,17,2.89,,,,,,,,,,,,,
2019,고령운전사고,1307,332,1,3,0.39,0.9,483,1,,,,,,,,,,,,,
2019,고령보행사고,1307,117,0.96,5,0.67,4.27,112,0.96,,,,,,,,,,,,,
2019,PM사고,1307,17,3.8,1,12.5,5.88,16,3.38,,,,,,,,,,,,,
2019,뺑소니사고,1307,234,3.28,0,0,0,327,3.18,,,,,,,,,,,,,
2019,무면허사고,1307,86,1.66,0,0,0,130,1.75,,,,,,,,,,,,,
2019,전체,1308,3527,1.54,51,1.52,1.45,5730,1.68,674.44,120.65,11,106,504,257,1914,221,441,553,2843,131,0
2019,어린이사고,1308,191,1.73,0,0,0,243,1.72,,,,,,,,,,,,,
2019,노인사고,1308,458,1.13,16,1.05,3.49,491,1.11,,,,,,,,,,,,,
2019,보행자사고,1308,557,1.19,17,1.31,3.05,567,1.2,,,,,,,,,,,,,
2019,자전거사고,1308,50,0.89,2,2.53,4,54,0.9,,,,,,,,,,,,,
2019,야간사고,1308,1482,1.63,24,1.5,1.62,2431,1.8,,,,,,,,,,,,,
2019,어린이보행사고,1308,51,1.32,0,0,0,52,1.32,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1308,3,0.53,0,0,0,3,0.51,,,,,,,,,,,,,
2019,고령운전사고,1308,358,1.08,10,1.3,2.79,545,1.13,,,,,,,,,,,,,
2019,고령보행사고,1308,123,1,5,0.67,4.07,120,1.03,,,,,,,,,,,,,
2019,PM사고,1308,1,0.22,1,12.5,100,1,0.21,,,,,,,,,,,,,
2019,뺑소니사고,1308,76,1.07,2,2.22,2.63,116,1.13,,,,,,,,,,,,,
2019,무면허사고,1308,80,1.55,2,1.23,2.5,134,1.8,,,,,,,,,,,,,
2019,전체,1309,1068,0.47,9,0.27,0.84,1504,0.44,332.69,90.44,0,27,175,198,474,86,81,231,789,48,0
2019,어린이사고,1309,61,0.55,0,0,0,81,0.57,,,,,,,,,,,,,
2019,노인사고,1309,184,0.45,5,0.33,2.72,195,0.44,,,,,,,,,,,,,
2019,보행자사고,1309,234,0.5,5,0.38,2.14,240,0.51,,,,,,,,,,,,,
2019,자전거사고,1309,35,0.62,0,0,0,35,0.58,,,,,,,,,,,,,
2019,야간사고,1309,459,0.5,2,0.13,0.44,660,0.49,,,,,,,,,,,,,
2019,어린이보행사고,1309,18,0.47,0,0,0,18,0.46,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1309,2,0.35,0,0,0,2,0.34,,,,,,,,,,,,,
2019,고령운전사고,1309,136,0.41,1,0.13,0.74,178,0.37,,,,,,,,,,,,,
2019,고령보행사고,1309,67,0.55,4,0.54,5.97,64,0.55,,,,,,,,,,,,,
2019,PM사고,1309,2,0.45,0,0,0,2,0.42,,,,,,,,,,,,,
2019,뺑소니사고,1309,21,0.29,0,0,0,36,0.35,,,,,,,,,,,,,
2019,무면허사고,1309,13,0.25,0,0,0,20,0.27,,,,,,,,,,,,,
2019,전체,1310,751,0.33,6,0.18,0.8,1103,0.32,375.84,94.52,4,5,97,125,424,32,35,176,549,26,0
2019,어린이사고,1310,43,0.39,0,0,0,53,0.38,,,,,,,,,,,,,
2019,노인사고,1310,115,0.28,1,0.07,0.87,128,0.29,,,,,,,,,,,,,
2019,보행자사고,1310,177,0.38,2,0.15,1.13,180,0.38,,,,,,,,,,,,,
2019,자전거사고,1310,28,0.5,1,1.27,3.57,30,0.5,,,,,,,,,,,,,
2019,야간사고,1310,289,0.32,5,0.31,1.73,426,0.32,,,,,,,,,,,,,
2019,어린이보행사고,1310,17,0.44,0,0,0,17,0.43,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1310,4,0.71,0,0,0,4,0.68,,,,,,,,,,,,,
2019,고령운전사고,1310,101,0.3,0,0,0,155,0.32,,,,,,,,,,,,,
2019,고령보행사고,1310,45,0.37,1,0.13,2.22,44,0.38,,,,,,,,,,,,,
2019,PM사고,1310,1,0.22,0,0,0,1,0.21,,,,,,,,,,,,,
2019,뺑소니사고,1310,19,0.27,0,0,0,37,0.36,,,,,,,,,,,,,
2019,무면허사고,1310,4,0.08,0,0,0,7,0.09,,,,,,,,,,,,,
2019,전체,1311,1118,0.49,19,0.57,1.7,1685,0.49,500.23,99.56,4,57,172,147,549,98,74,144,899,75,0
2019,어린이사고,1311,59,0.53,0,0,0,72,0.51,,,,,,,,,,,,,
2019,노인사고,1311,172,0.42,9,0.59,5.23,179,0.4,,,,,,,,,,,,,
2019,보행자사고,1311,143,0.31,5,0.38,3.5,146,0.31,,,,,,,,,,,,,
2019,자전거사고,1311,21,0.37,0,0,0,22,0.37,,,,,,,,,,,,,
2019,야간사고,1311,384,0.42,7,0.44,1.82,583,0.43,,,,,,,,,,,,,
2019,어린이보행사고,1311,12,0.31,0,0,0,12,0.3,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1311,3,0.53,0,0,0,3,0.51,,,,,,,,,,,,,
2019,고령운전사고,1311,169,0.51,4,0.52,2.37,243,0.5,,,,,,,,,,,,,
2019,고령보행사고,1311,35,0.29,3,0.4,8.57,32,0.27,,,,,,,,,,,,,
2019,뺑소니사고,1311,17,0.24,0,0,0,20,0.19,,,,,,,,,,,,,
2019,무면허사고,1311,18,0.35,0,0,0,29,0.39,,,,,,,,,,,,,
2019,전체,1313,592,0.26,17,0.51,2.87,983,0.29,529.97,79.17,10,37,58,28,383,31,38,71,460,61,0
2019,어린이사고,1313,30,0.27,0,0,0,40,0.28,,,,,,,,,,,,,
2019,노인사고,1313,148,0.36,10,0.66,6.76,160,0.36,,,,,,,,,,,,,
2019,보행자사고,1313,74,0.16,7,0.54,9.46,71,0.15,,,,,,,,,,,,,
2019,자전거사고,1313,10,0.18,0,0,0,11,0.18,,,,,,,,,,,,,
2019,야간사고,1313,204,0.22,6,0.38,2.94,328,0.24,,,,,,,,,,,,,
2019,어린이보행사고,1313,5,0.13,0,0,0,6,0.15,,,,,,,,,,,,,
2019,고령운전사고,1313,102,0.31,3,0.39,2.94,170,0.35,,,,,,,,,,,,,
2019,고령보행사고,1313,30,0.24,6,0.81,20,24,0.21,,,,,,,,,,,,,
2019,PM사고,1313,2,0.45,0,0,0,2,0.42,,,,,,,,,,,,,
2019,뺑소니사고,1313,9,0.13,0,0,0,12,0.12,,,,,,,,,,,,,
2019,무면허사고,1313,12,0.23,1,0.61,8.33,14,0.19,,,,,,,,,,,,,
2019,전체,1315,3008,1.31,33,0.99,1.1,4782,1.4,364.65,67.42,27,156,448,230,1641,247,174,451,2438,119,0
2019,어린이사고,1315,196,1.77,0,0,0,267,1.89,,,,,,,,,,,,,
2019,노인사고,1315,323,0.79,6,0.39,1.86,359,0.81,,,,,,,,,,,,,
2019,보행자사고,1315,457,0.98,12,0.92,2.63,460,0.97,,,,,,,,,,,,,
2019,자전거사고,1315,26,0.46,0,0,0,29,0.48,,,,,,,,,,,,,
2019,야간사고,1315,1174,1.29,19,1.19,1.62,1834,1.36,,,,,,,,,,,,,
2019,어린이보행사고,1315,55,1.43,0,0,0,55,1.4,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1315,8,1.41,0,0,0,10,1.7,,,,,,,,,,,,,
2019,고령운전사고,1315,299,0.9,3,0.39,1,511,1.06,,,,,,,,,,,,,
2019,고령보행사고,1315,88,0.72,5,0.67,5.68,84,0.72,,,,,,,,,,,,,
2019,PM사고,1315,11,2.46,0,0,0,12,2.54,,,,,,,,,,,,,
2019,뺑소니사고,1315,147,2.06,3,3.33,2.04,226,2.2,,,,,,,,,,,,,
2019,무면허사고,1315,62,1.2,2,1.23,3.23,92,1.24,,,,,,,,,,,,,
2019,전체,1316,2480,1.08,30,0.9,1.21,3880,1.14,502.12,100.54,26,77,418,366,1191,181,178,361,2031,88,0
2019,어린이사고,1316,129,1.17,0,0,0,165,1.17,,,,,,,,,,,,,
2019,노인사고,1316,231,0.57,6,0.39,2.6,248,0.56,,,,,,,,,,,,,
2019,보행자사고,1316,376,0.81,12,0.92,3.19,375,0.79,,,,,,,,,,,,,
2019,자전거사고,1316,51,0.91,1,1.27,1.96,58,0.96,,,,,,,,,,,,,
2019,야간사고,1316,1064,1.17,20,1.25,1.88,1655,1.23,,,,,,,,,,,,,
2019,어린이보행사고,1316,45,1.17,0,0,0,46,1.17,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1316,9,1.59,0,0,0,10,1.7,,,,,,,,,,,,,
2019,고령운전사고,1316,221,0.66,3,0.39,1.36,351,0.73,,,,,,,,,,,,,
2019,고령보행사고,1316,58,0.47,3,0.4,5.17,55,0.47,,,,,,,,,,,,,
2019,PM사고,1316,9,2.01,0,0,0,11,2.33,,,,,,,,,,,,,
2019,뺑소니사고,1316,100,1.4,3,3.33,3,145,1.41,,,,,,,,,,,,,
2019,무면허사고,1316,54,1.04,1,0.61,1.85,69,0.93,,,,,,,,,,,,,
2019,전체,1317,1658,0.72,21,0.63,1.27,2408,0.7,363.2,73.03,7,90,235,85,897,172,124,319,1261,78,0
2019,어린이사고,1317,103,0.93,0,0,0,137,0.97,,,,,,,,,,,,,
2019,노인사고,1317,226,0.56,6,0.39,2.65,236,0.53,,,,,,,,,,,,,
2019,보행자사고,1317,327,0.7,7,0.54,2.14,343,0.73,,,,,,,,,,,,,
2019,자전거사고,1317,18,0.32,0,0,0,21,0.35,,,,,,,,,,,,,
2019,야간사고,1317,658,0.72,9,0.56,1.37,930,0.69,,,,,,,,,,,,,
2019,어린이보행사고,1317,33,0.86,0,0,0,35,0.89,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1317,2,0.35,0,0,0,2,0.34,,,,,,,,,,,,,
2019,고령운전사고,1317,211,0.63,2,0.26,0.95,313,0.65,,,,,,,,,,,,,
2019,고령보행사고,1317,88,0.72,2,0.27,2.27,88,0.76,,,,,,,,,,,,,
2019,PM사고,1317,1,0.22,0,0,0,1,0.21,,,,,,,,,,,,,
2019,뺑소니사고,1317,67,0.94,0,0,0,93,0.9,,,,,,,,,,,,,
2019,무면허사고,1317,39,0.75,1,0.61,2.56,53,0.71,,,,,,,,,,,,,
2019,전체,1318,3916,1.71,39,1.16,1,5794,1.7,364.83,88.4,18,125,649,345,2081,285,283,707,3045,162,2
2019,어린이사고,1318,192,1.74,0,0,0,246,1.74,,,,,,,,,,,,,
2019,노인사고,1318,580,1.43,19,1.25,3.28,652,1.47,,,,,,,,,,,,,
2019,보행자사고,1318,710,1.52,18,1.38,2.54,721,1.53,,,,,,,,,,,,,
2019,자전거사고,1318,107,1.9,0,0,0,118,1.96,,,,,,,,,,,,,
2019,야간사고,1318,1613,1.77,24,1.5,1.49,2370,1.76,,,,,,,,,,,,,
2019,어린이보행사고,1318,68,1.76,0,0,0,72,1.83,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1318,10,1.76,0,0,0,10,1.7,,,,,,,,,,,,,
2019,고령운전사고,1318,469,1.41,7,0.91,1.49,740,1.53,,,,,,,,,,,,,
2019,고령보행사고,1318,182,1.49,11,1.48,6.04,175,1.5,,,,,,,,,,,,,
2019,PM사고,1318,9,2.01,0,0,0,10,2.11,,,,,,,,,,,,,
2019,뺑소니사고,1318,238,3.34,1,1.11,0.42,343,3.33,,,,,,,,,,,,,
2019,무면허사고,1318,53,1.02,2,1.23,3.77,80,1.07,,,,,,,,,,,,,
2019,전체,1319,1867,0.81,20,0.6,1.07,2871,0.84,496.78,91.65,11,128,132,207,1066,112,153,320,1441,106,0
2019,어린이사고,1319,98,0.89,0,0,0,142,1.01,,,,,,,,,,,,,
2019,노인사고,1319,284,0.7,7,0.46,2.46,318,0.72,,,,,,,,,,,,,
2019,보행자사고,1319,324,0.69,9,0.69,2.78,328,0.69,,,,,,,,,,,,,
2019,자전거사고,1319,18,0.32,1,1.27,5.56,20,0.33,,,,,,,,,,,,,
2019,야간사고,1319,693,0.76,6,0.38,0.87,1038,0.77,,,,,,,,,,,,,
2019,어린이보행사고,1319,25,0.65,0,0,0,25,0.63,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1319,1,0.18,0,0,0,1,0.17,,,,,,,,,,,,,
2019,고령운전사고,1319,208,0.63,5,0.65,2.4,337,0.7,,,,,,,,,,,,,
2019,고령보행사고,1319,74,0.6,5,0.67,6.76,70,0.6,,,,,,,,,,,,,
2019,PM사고,1319,1,0.22,0,0,0,1,0.21,,,,,,,,,,,,,
2019,뺑소니사고,1319,39,0.55,0,0,0,65,0.63,,,,,,,,,,,,,
2019,무면허사고,1319,37,0.71,1,0.61,2.7,61,0.82,,,,,,,,,,,,,
2019,전체,1320,196,0.09,11,0.33,5.61,308,0.09,445.88,61.26,8,16,19,23,88,13,25,37,145,14,0
2019,어린이사고,1320,4,0.04,0,0,0,6,0.04,,,,,,,,,,,,,
2019,노인사고,1320,60,0.15,3,0.2,5,66,0.15,,,,,,,,,,,,,
2019,보행자사고,1320,38,0.08,3,0.23,7.89,35,0.07,,,,,,,,,,,,,
2019,자전거사고,1320,2,0.04,0,0,0,2,0.03,,,,,,,,,,,,,
2019,야간사고,1320,65,0.07,8,0.5,12.31,90,0.07,,,,,,,,,,,,,
2019,어린이보행사고,1320,1,0.03,0,0,0,1,0.03,,,,,,,,,,,,,
2019,고령운전사고,1320,47,0.14,1,0.13,2.13,59,0.12,,,,,,,,,,,,,
2019,고령보행사고,1320,13,0.11,2,0.27,15.38,11,0.09,,,,,,,,,,,,,
2019,뺑소니사고,1320,5,0.07,0,0,0,6,0.06,,,,,,,,,,,,,
2019,무면허사고,1320,6,0.12,0,0,0,7,0.09,,,,,,,,,,,,,
2019,전체,1321,887,0.39,15,0.45,1.69,1475,0.43,591.66,86.18,4,72,116,83,464,62,71,122,708,57,0
2019,어린이사고,1321,38,0.34,0,0,0,53,0.38,,,,,,,,,,,,,
2019,노인사고,1321,179,0.44,9,0.59,5.03,206,0.46,,,,,,,,,,,,,
2019,보행자사고,1321,123,0.26,4,0.31,3.25,128,0.27,,,,,,,,,,,,,
2019,자전거사고,1321,7,0.12,0,0,0,7,0.12,,,,,,,,,,,,,
2019,야간사고,1321,313,0.34,4,0.25,1.28,504,0.37,,,,,,,,,,,,,
2019,어린이보행사고,1321,5,0.13,0,0,0,5,0.13,,,,,,,,,,,,,
2019,고령운전사고,1321,153,0.46,4,0.52,2.61,228,0.47,,,,,,,,,,,,,
2019,고령보행사고,1321,36,0.29,3,0.4,8.33,34,0.29,,,,,,,,,,,,,
2019,뺑소니사고,1321,26,0.36,1,1.11,3.85,43,0.42,,,,,,,,,,,,,
2019,무면허사고,1321,31,0.6,2,1.23,6.45,44,0.59,,,,,,,,,,,,,
2019,전체,1322,396,0.17,8,0.24,2.02,678,0.2,630.98,115.02,3,37,29,63,177,18,59,58,304,34,0
2019,어린이사고,1322,23,0.21,0,0,0,28,0.2,,,,,,,,,,,,,
2019,노인사고,1322,93,0.23,4,0.26,4.3,105,0.24,,,,,,,,,,,,,
2019,보행자사고,1322,60,0.13,2,0.15,3.33,62,0.13,,,,,,,,,,,,,
2019,자전거사고,1322,15,0.27,1,1.27,6.67,16,0.27,,,,,,,,,,,,,
2019,야간사고,1322,110,0.12,5,0.31,4.55,160,0.12,,,,,,,,,,,,,
2019,어린이보행사고,1322,5,0.13,0,0,0,5,0.13,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1322,1,0.18,0,0,0,1,0.17,,,,,,,,,,,,,
2019,고령운전사고,1322,78,0.23,4,0.52,5.13,118,0.24,,,,,,,,,,,,,
2019,고령보행사고,1322,23,0.19,0,0,0,23,0.2,,,,,,,,,,,,,
2019,PM사고,1322,2,0.45,0,0,0,3,0.63,,,,,,,,,,,,,
2019,뺑소니사고,1322,3,0.04,0,0,0,3,0.03,,,,,,,,,,,,,
2019,무면허사고,1322,9,0.17,0,0,0,11,0.15,,,,,,,,,,,,,
2019,전체,1323,591,0.26,13,0.39,2.2,955,0.28,503.36,90.25,4,67,24,6,383,66,17,88,467,36,0
2019,어린이사고,1323,34,0.31,0,0,0,49,0.35,,,,,,,,,,,,,
2019,노인사고,1323,139,0.34,5,0.33,3.6,153,0.34,,,,,,,,,,,,,
2019,보행자사고,1323,88,0.19,3,0.23,3.41,90,0.19,,,,,,,,,,,,,
2019,자전거사고,1323,19,0.34,2,2.53,10.53,18,0.3,,,,,,,,,,,,,
2019,야간사고,1323,142,0.16,6,0.38,4.23,201,0.15,,,,,,,,,,,,,
2019,어린이보행사고,1323,4,0.1,0,0,0,4,0.1,,,,,,,,,,,,,
2019,고령운전사고,1323,129,0.39,4,0.52,3.1,194,0.4,,,,,,,,,,,,,
2019,고령보행사고,1323,33,0.27,2,0.27,6.06,31,0.27,,,,,,,,,,,,,
2019,뺑소니사고,1323,12,0.17,0,0,0,17,0.17,,,,,,,,,,,,,
2019,무면허사고,1323,12,0.23,0,0,0,16,0.21,,,,,,,,,,,,,
2019,전체,1324,1102,0.48,33,0.99,2.99,1687,0.49,507.29,87.77,6,57,170,78,614,43,109,209,858,35,0
2019,어린이사고,1324,64,0.58,0,0,0,89,0.63,,,,,,,,,,,,,
2019,노인사고,1324,166,0.41,8,0.53,4.82,187,0.42,,,,,,,,,,,,,
2019,보행자사고,1324,214,0.46,8,0.61,3.74,215,0.46,,,,,,,,,,,,,
2019,자전거사고,1324,12,0.21,2,2.53,16.67,12,0.2,,,,,,,,,,,,,
2019,야간사고,1324,425,0.47,17,1.06,4,638,0.47,,,,,,,,,,,,,
2019,어린이보행사고,1324,22,0.57,0,0,0,23,0.58,,,,,,,,,,,,,
2019,고령운전사고,1324,123,0.37,3,0.39,2.44,197,0.41,,,,,,,,,,,,,
2019,고령보행사고,1324,48,0.39,3,0.4,6.25,45,0.39,,,,,,,,,,,,,
2019,PM사고,1324,3,0.67,0,0,0,3,0.63,,,,,,,,,,,,,
2019,뺑소니사고,1324,23,0.32,1,1.11,4.35,34,0.33,,,,,,,,,,,,,
2019,무면허사고,1324,23,0.44,1,0.61,4.35,26,0.35,,,,,,,,,,,,,
2019,전체,1325,3485,1.52,34,1.02,0.98,5698,1.67,326.5,72.07,11,138,398,236,2161,244,164,560,2795,130,0
2019,어린이사고,1325,184,1.66,0,0,0,248,1.76,,,,,,,,,,,,,
2019,노인사고,1325,479,1.18,8,0.53,1.67,550,1.24,,,,,,,,,,,,,
2019,보행자사고,1325,569,1.22,14,1.08,2.46,576,1.22,,,,,,,,,,,,,
2019,자전거사고,1325,53,0.94,0,0,0,53,0.88,,,,,,,,,,,,,
2019,야간사고,1325,1317,1.45,19,1.19,1.44,2023,1.5,,,,,,,,,,,,,
2019,어린이보행사고,1325,61,1.58,0,0,0,61,1.55,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1325,5,0.88,0,0,0,5,0.85,,,,,,,,,,,,,
2019,고령운전사고,1325,411,1.24,5,0.65,1.22,649,1.35,,,,,,,,,,,,,
2019,고령보행사고,1325,131,1.07,6,0.81,4.58,126,1.08,,,,,,,,,,,,,
2019,PM사고,1325,8,1.79,0,0,0,8,1.69,,,,,,,,,,,,,
2019,뺑소니사고,1325,149,2.09,2,2.22,1.34,215,2.09,,,,,,,,,,,,,
2019,무면허사고,1325,65,1.26,2,1.23,3.08,98,1.32,,,,,,,,,,,,,
2019,전체,1326,1014,0.44,16,0.48,1.58,1734,0.51,538.92,89.13,8,72,84,77,537,79,132,141,808,65,0
2019,어린이사고,1326,58,0.52,0,0,0,103,0.73,,,,,,,,,,,,,
2019,노인사고,1326,178,0.44,8,0.53,4.49,205,0.46,,,,,,,,,,,,,
2019,보행자사고,1326,144,0.31,7,0.54,4.86,145,0.31,,,,,,,,,,,,,
2019,자전거사고,1326,14,0.25,0,0,0,15,0.25,,,,,,,,,,,,,
2019,야간사고,1326,368,0.4,9,0.56,2.45,567,0.42,,,,,,,,,,,,,
2019,어린이보행사고,1326,15,0.39,0,0,0,16,0.41,,,,,,,,,,,,,
2019,스쿨존내어린이사고,1326,1,0.18,0,0,0,1,0.17,,,,,,,,,,,,,
2019,고령운전사고,1326,121,0.36,4,0.52,3.31,197,0.41,,,,,,,,,,,,,
2019,고령보행사고,1326,38,0.31,4,0.54,10.53,34,0.29,,,,,,,,,,,,,
2019,뺑소니사고,1326,33,0.46,1,1.11,3.03,54,0.53,,,,,,,,,,,,,
2019,무면허사고,1326,27,0.52,3,1.84,11.11,31,0.42,,,,,,,,,,,,,
2019,전체,1327,1792,0.78,24,0.72,1.34,2787,0.82,405.59,80.24,15,69,254,114,890,235,156,321,1394,77,0
2019,어린이사고,1327,125,1.13,0,0,0,163,1.15,,,,,,,,,,,,,
2019,노인사고,1327,305,0.75,9,0.59,2.95,344,0.77,,,,,,,,,,,,,
2019,보행자사고,1327,326,0.7,10,0.77,3.07,323,0.68,,,,,,,,,,,,,
2019,자전거사고,1327,29,0.51,1,1.27,3.45,32,0.53,,,,,,,,,,,,,
